Match_No_,Player_id,Player_name,Player_Country,Opponent_Team,Ground_Name,Balls_Faced,SR,_4s,_6s,inning1,inning2,inning1_score,inning2_score,Bowler_1_name,Bowler_1_matches,Bowler_1_innings_,Bowler_1_total_overs,Bowler_1_maidens_earned,Bowler_1_wickets_taken,Bowler_1_economy,Bowler_1_SR,Bowler_2_name,Bowler_2_matches,Bowler_2_innings_,Bowler_2_total_overs,Bowler_2_maidens_earned,Bowler_2_wickets_taken,Bowler_2_economy,Bowler_2_SR,Bowler_3_name,Bowler_3_matches,Bowler_3_innings_,Bowler_3_total_overs,Bowler_3_maidens_earned,Bowler_3_wickets_taken,Bowler_3_economy,Bowler_3_SR,G_matches,G_Inns,G_Not_Outs,G_Runs,G_HS,G_Balls_Faced,G_AVG,G_SR,G_100,G_50,G_0s,G_4s,G_6s,Runs
1126,958691,Ashen_Bandara,Sri_Lanka,4,1675,6,166.66,1,0,Sri_Lanka,West_Indies,131,134,Kevin_Sinclair,3,9,0,77,0,27,0,Fidel_Edwards,0,0,0,0,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,1,1,0,10,10,6,10,166.66,0,0,0,1,0,10
1128,958691,Ashen_Bandara,Sri_Lanka,4,1675,19,110.52,0,1,Sri_Lanka,West_Indies,160,117,Fidel_Edwards,0,0,0,0,0,0,0,Kevin_Sinclair,3,9,0,77,0,27,0,Jason_Holder,5,5,18,0,3,8.11,36,2,2,0,31,21,25,15.5,124,0,0,0,1,1,21
1130,958691,Ashen_Bandara,Sri_Lanka,4,1675,35,125.71,3,2,Sri_Lanka,West_Indies,131,134,Fabian_Allen,0,0,0,0,0,0,0,Kevin_Sinclair,3,9,0,77,0,27,0,Jason_Holder,5,5,18,0,3,8.11,36,3,3,1,75,44,60,37.5,125,0,0,0,4,3,44
1204,958691,Ashen_Bandara,Sri_Lanka,6,1004,19,47.36,0,0,India,Sri_Lanka,164,126,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Deepak_Chahar,1,3,0,24,0,9,0,Krunal_Pandya,1,2,0,16,0,12,0,1,1,0,9,9,19,9,47.36,0,0,0,0,0,9
1204,784367,Charith_Asalanka,Sri_Lanka,6,1004,26,169.23,3,3,India,Sri_Lanka,164,126,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Deepak_Chahar,1,3,0,24,0,9,0,Krunal_Pandya,1,2,0,16,0,12,0,1,1,0,44,44,26,44,169.23,0,0,0,3,3,44
1265,784367,Charith_Asalanka,Sri_Lanka,3,1004,19,31.57,0,0,South_Africa,Sri_Lanka,163,135,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,2,2,0,50,44,45,25,111.11,0,0,0,3,3,6
1270,784367,Charith_Asalanka,Sri_Lanka,3,1004,20,70,0,0,Sri_Lanka,South_Africa,103,105,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,3,3,0,64,44,65,21.33,98.46,0,0,0,3,3,14
1357,784367,Charith_Asalanka,Sri_Lanka,25,848,49,163.26,5,5,Bangladesh,Sri_Lanka,171,172,Nasum_Ahmed,1,2.5,0,29,0,8.5,0,Mahedi_Hasan,3,3,8.2,0,1,10.2,50,Mohammad_Saifuddin,5,5,15,0,3,10.93,30,2,2,1,86,80,59,86,145.76,0,1,0,6,5,80
1374,784367,Charith_Asalanka,Sri_Lanka,2,2439,27,129.62,4,1,Sri_Lanka,Australia,154,155,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,0,35,35,27,35,129.62,0,0,0,4,1,35
1378,784367,Charith_Asalanka,Sri_Lanka,3,848,14,150,2,1,Sri_Lanka,South_Africa,142,146,Aiden_Markram,6,3,8,1,4,4.12,12,Kagiso_Rabada,6,6,19,0,5,9,22.8,Anrich_Nortje,3,10,0,64,0,15,0,3,3,1,107,80,73,53.5,146.57,0,1,0,8,6,21
1382,784367,Charith_Asalanka,Sri_Lanka,1,848,16,131.25,3,1,England,Sri_Lanka,163,137,Moeen_Ali,6,6,9.5,0,3,8.44,19.6,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Adil_Rashid,8,8,27,1,10,5.62,16.2,4,4,1,128,80,89,42.66,143.82,0,1,0,11,7,21
1392,784367,Charith_Asalanka,Sri_Lanka,4,1965,41,165.85,8,1,Sri_Lanka,West_Indies,189,169,Roston_Chase,1,1,0,6,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,Ravi_Rampaul,0,0,0,0,0,0,0,1,1,0,68,68,41,68,165.85,0,1,0,8,1,68
1458,784367,Charith_Asalanka,Sri_Lanka,2,132,19,84.21,2,0,Australia,Sri_Lanka,149,122,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,0,16,16,19,16,84.21,0,0,0,2,0,16
1463,784367,Charith_Asalanka,Sri_Lanka,2,132,5,0,0,0,Australia,Sri_Lanka,164,164,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Marcus_Stoinis,6,15,0,115,0,30,0,2,2,0,16,16,24,8,66.66,0,0,1,2,0,0
1466,784367,Charith_Asalanka,Sri_Lanka,2,757,4,150,0,1,Sri_Lanka,Australia,121,124,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,6,6,4,6,150,0,0,0,0,1,6
1470,784367,Charith_Asalanka,Sri_Lanka,2,61,19,115.78,3,0,Sri_Lanka,Australia,139,143,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,22,22,19,22,115.78,0,0,0,3,0,22
1478,784367,Charith_Asalanka,Sri_Lanka,2,61,9,222.22,2,1,Australia,Sri_Lanka,154,155,Marcus_Stoinis,6,15,0,115,0,30,0,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,2,2,0,42,22,28,21,150,0,0,0,5,1,20
1492,784367,Charith_Asalanka,Sri_Lanka,6,3355,47,112.76,5,0,India,Sri_Lanka,199,137,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,1,53,53,47,0,112.76,0,1,0,5,0,53
1493,784367,Charith_Asalanka,Sri_Lanka,6,1920,5,40,0,0,Sri_Lanka,India,183,186,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,0,2,2,5,2,40,0,0,0,0,0,2
1494,784367,Charith_Asalanka,Sri_Lanka,6,1920,6,66.66,1,0,Sri_Lanka,India,146,148,Mohammed_Siraj,2,2,8,0,2,8.37,24,Avesh_Khan,1,4,1,23,0,12,0,Harshal_Patel,4,14,0,132,0,21,0,2,2,0,6,4,11,3,54.54,0,0,0,1,0,4
1551,784367,Charith_Asalanka,Sri_Lanka,2,1004,34,111.76,3,1,Sri_Lanka,Australia,128,134,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Mitchell_Marsh,3,4,0,42,0,0,0,4,4,0,102,44,99,25.5,103.03,0,0,0,6,4,38
1552,784367,Charith_Asalanka,Sri_Lanka,2,1004,33,118.18,2,2,Sri_Lanka,Australia,124,126,Glenn_Maxwell,16,12,24,0,7,7.75,20.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Jhye_Richardson,6,6,22,0,8,8.72,16.5,5,5,0,141,44,132,28.2,106.81,0,0,0,8,6,39
1564,784367,Charith_Asalanka,Sri_Lanka,2,2503,19,136.84,3,1,Australia,Sri_Lanka,176,177,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,26,26,19,26,136.84,0,0,0,3,1,26
1748,784367,Charith_Asalanka,Sri_Lanka,40,2439,1,0,0,0,Sri_Lanka,Afghanistan,105,106,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Naveen-ul-Haq,2,7,0,63,0,14,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,2,2,0,35,35,28,17.5,125,0,0,1,4,1,0
1755,784367,Charith_Asalanka,Sri_Lanka,25,2439,3,33.33,0,0,Bangladesh,Sri_Lanka,183,184,Mustafizur_Rahman,9,9,32,1,12,8.62,16,Taskin_Ahmed,4,4,12.5,0,4,9.03,19.2,Shakib_Al_Hasan,9,9,29,0,12,6.48,14.5,3,3,0,36,35,31,12,116.12,0,0,1,4,1,1
1757,784367,Charith_Asalanka,Sri_Lanka,40,848,14,57.14,0,0,Afghanistan,Sri_Lanka,175,179,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Naveen-ul-Haq,2,7,0,63,0,14,0,5,5,1,136,80,103,34,132.03,0,1,0,11,7,8
1759,784367,Charith_Asalanka,Sri_Lanka,6,2439,3,0,0,0,India,Sri_Lanka,173,174,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Arshdeep_Singh,3,8.3,0,97,0,17,0,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,4,4,0,36,35,34,9,105.88,0,0,2,4,1,0
1845,784367,Charith_Asalanka,Sri_Lanka,2,3404,25,152,3,2,Sri_Lanka,Australia,157,158,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Mitchell_Starc,11,11,44,0,15,7.02,17.6,1,1,1,38,38,25,0,152,0,0,0,3,2,38
1850,784367,Charith_Asalanka,Sri_Lanka,5,132,8,50,0,0,New_Zealand,Sri_Lanka,167,102,Tim_Southee,10,9,30,1,7,5.9,25.7,Trent_Boult,4,4,16,0,10,5.62,9.6,Lockie_Ferguson,2,2,7,0,4,8,10.5,3,3,0,20,16,32,6.66,62.5,0,0,1,2,0,4
1856,784367,Charith_Asalanka,Sri_Lanka,40,209,18,105.55,1,0,Afghanistan,Sri_Lanka,144,148,Fazalhaq_Farooqi,3,10.2,2,67,0,20.6,0,Mujeeb_Ur_Rahman,3,12,0,78,0,12,0,Fareed_Ahmad,1,2,0,25,0,0,0,1,1,0,19,19,18,19,105.55,0,0,0,1,0,19
1867,784367,Charith_Asalanka,Sri_Lanka,1,132,9,88.88,0,0,Sri_Lanka,England,141,144,Ben_Stokes,3,2,7,0,1,6.14,42,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Mark_Wood,3,11,0,77,0,11,0,4,4,0,28,16,41,7,68.29,0,0,1,2,0,8
1984,784367,Charith_Asalanka,Sri_Lanka,6,713,15,80,1,1,India,Sri_Lanka,162,160,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Shivam_Mavi,3,9,0,81,0,13.5,1,Umran_Malik,3,11,0,106,0,9.4,0,1,1,0,12,12,15,12,80,0,0,0,1,1,12
1985,784367,Charith_Asalanka,Sri_Lanka,6,2677,19,194.73,0,4,Sri_Lanka,India,206,190,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,1,1,0,37,37,19,37,194.73,0,0,0,0,4,37
1986,784367,Charith_Asalanka,Sri_Lanka,6,2401,14,135.71,2,1,India,Sri_Lanka,228,137,Hardik_Pandya,12,12,36.2,0,11,6.77,19.8,Arshdeep_Singh,3,8.3,0,97,0,17,0,Shivam_Mavi,3,9,0,81,0,13.5,1,1,1,0,19,19,14,19,135.71,0,0,0,2,1,19
1126,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,4,1675,2,100,0,0,Sri_Lanka,West_Indies,131,134,Kevin_Sinclair,3,9,0,77,0,27,0,Fidel_Edwards,0,0,0,0,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,1,1,0,2,2,2,2,100,0,0,0,0,0,2
1128,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,4,1675,0,0,0,0,Sri_Lanka,West_Indies,160,117,Fidel_Edwards,0,0,0,0,0,0,0,Kevin_Sinclair,3,9,0,77,0,27,0,Jason_Holder,5,5,18,0,3,8.11,36,2,1,0,2,2,2,2,100,0,0,0,0,0,0
1130,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,4,1675,0,0,0,0,Sri_Lanka,West_Indies,131,134,Fabian_Allen,0,0,0,0,0,0,0,Kevin_Sinclair,3,9,0,77,0,27,0,Jason_Holder,5,5,18,0,3,8.11,36,3,1,0,2,2,2,2,100,0,0,0,0,0,0
1165,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,1,644,0,0,0,0,Sri_Lanka,England,129,130,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Sam_Curran,4,13,0,74,0,13,0,Mark_Wood,3,11,0,77,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,1,644,0,0,0,0,Sri_Lanka,England,111,108,David_Willey,3,3,12,0,5,5.83,14.4,Sam_Curran,4,13,0,74,0,13,0,Chris_Jordan,9,9,36,1,17,7.05,12.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,1,1184,4,25,0,0,England,Sri_Lanka,180,91,David_Willey,3,3,12,0,5,5.83,14.4,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Chris_Jordan,9,9,36,1,17,7.05,12.7,1,1,0,1,1,4,1,25,0,0,0,0,0,1
1204,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,6,1004,3,33.33,0,0,India,Sri_Lanka,164,126,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Deepak_Chahar,1,3,0,24,0,9,0,Krunal_Pandya,1,2,0,16,0,12,0,5,3,1,4,3,8,2,50,0,0,1,0,0,1
1206,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,6,1004,0,0,0,0,India,Sri_Lanka,132,133,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Chetan_Sakariya,1,3.4,0,34,0,22,0,Varun_Chakravarthy,3,11.3,0,61,0,34.5,0,6,3,1,4,3,8,2,50,0,0,1,0,0,0
1207,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,6,1004,0,0,0,0,India,Sri_Lanka,81,82,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Varun_Chakravarthy,3,11.3,0,61,0,34.5,0,Sandeep_Warrier,1,3,0,23,0,0,0,7,3,1,4,3,8,2,50,0,0,1,0,0,0
1265,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,3,1004,0,0,0,0,South_Africa,Sri_Lanka,163,135,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,8,3,1,4,3,8,2,50,0,0,1,0,0,0
1270,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,3,1004,3,33.33,0,0,Sri_Lanka,South_Africa,103,105,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,9,4,1,5,3,11,1.66,45.45,0,0,1,0,0,1
1273,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,3,1004,2,100,0,0,Sri_Lanka,South_Africa,120,121,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,Dwaine_Pretorius,6,5,13,0,6,7,13,10,5,2,7,3,13,2.33,53.84,0,0,1,0,0,2
1357,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,25,848,0,0,0,0,Bangladesh,Sri_Lanka,171,172,Nasum_Ahmed,1,2.5,0,29,0,8.5,0,Mahedi_Hasan,3,3,8.2,0,1,10.2,50,Mohammad_Saifuddin,5,5,15,0,3,10.93,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,2439,0,0,0,0,Sri_Lanka,Australia,154,155,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,3,848,4,75,0,0,Sri_Lanka,South_Africa,142,146,Aiden_Markram,6,3,8,1,4,4.12,12,Kagiso_Rabada,6,6,19,0,5,9,22.8,Anrich_Nortje,3,10,0,64,0,15,0,3,1,0,3,3,4,3,75,0,0,0,0,0,3
1382,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,1,848,4,100,1,0,England,Sri_Lanka,163,137,Moeen_Ali,6,6,9.5,0,3,8.44,19.6,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Adil_Rashid,8,8,27,1,10,5.62,16.2,4,2,0,7,4,8,3.5,87.5,0,0,0,1,0,4
1392,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,4,1965,0,0,0,0,Sri_Lanka,West_Indies,189,169,Roston_Chase,1,1,0,6,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,Ravi_Rampaul,0,0,0,0,0,0,0,3,1,1,1,1,1,0,100,0,0,0,0,0,0
1458,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,132,6,83.33,0,0,Australia,Sri_Lanka,149,122,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,0,5,5,6,5,83.33,0,0,0,0,0,5
1463,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,132,1,400,1,0,Australia,Sri_Lanka,164,164,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Marcus_Stoinis,6,15,0,115,0,30,0,2,2,1,9,5,7,9,128.57,0,0,0,1,0,4
1466,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,757,2,250,1,0,Sri_Lanka,Australia,121,124,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,1,5,5,2,0,250,0,0,0,1,0,5
1470,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,61,3,33.33,0,0,Sri_Lanka,Australia,139,143,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,1,1,3,1,33.33,0,0,0,0,0,1
1478,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,61,0,0,0,0,Australia,Sri_Lanka,154,155,Marcus_Stoinis,6,15,0,115,0,30,0,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,2,1,0,1,1,3,1,33.33,0,0,0,0,0,0
1492,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,6,3355,14,171.42,2,1,India,Sri_Lanka,199,137,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,1,24,24,14,0,171.42,0,0,0,2,1,24
1493,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,6,1920,0,0,0,0,Sri_Lanka,India,183,186,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,6,1920,0,0,0,0,Sri_Lanka,India,146,148,Mohammed_Siraj,2,2,8,0,2,8.37,24,Avesh_Khan,1,4,1,23,0,12,0,Harshal_Patel,4,14,0,132,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,1004,5,20,0,0,Sri_Lanka,Australia,128,134,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Mitchell_Marsh,3,4,0,42,0,0,0,11,6,2,8,3,18,2,44.44,0,0,1,0,0,1
1552,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,1004,1,0,0,0,Sri_Lanka,Australia,124,126,Glenn_Maxwell,16,12,24,0,7,7.75,20.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Jhye_Richardson,6,6,22,0,8,8.72,16.5,12,7,2,8,3,19,1.6,42.1,0,0,2,0,0,0
1564,iTvF0i8xt,Dushmantha_Chameera,Sri_Lanka,2,2503,0,0,0,0,Australia,Sri_Lanka,176,177,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,300628,Dinesh_Chandimal,Sri_Lanka,4,1675,10,110,0,1,Sri_Lanka,West_Indies,131,134,Kevin_Sinclair,3,9,0,77,0,27,0,Fidel_Edwards,0,0,0,0,0,0,0,Jason_Holder,5,5,18,0,3,8.11,36,1,1,0,11,11,10,11,110,0,0,0,0,1,11
1128,300628,Dinesh_Chandimal,Sri_Lanka,4,1675,7,42.85,0,0,Sri_Lanka,West_Indies,160,117,Fidel_Edwards,0,0,0,0,0,0,0,Kevin_Sinclair,3,9,0,77,0,27,0,Jason_Holder,5,5,18,0,3,8.11,36,2,2,0,14,11,17,7,82.35,0,0,0,0,1,3
1130,300628,Dinesh_Chandimal,Sri_Lanka,4,1675,46,117.39,3,0,Sri_Lanka,West_Indies,131,134,Fabian_Allen,0,0,0,0,0,0,0,Kevin_Sinclair,3,9,0,77,0,27,0,Jason_Holder,5,5,18,0,3,8.11,36,3,3,1,68,54,63,34,107.93,0,1,0,3,1,54
1265,300628,Dinesh_Chandimal,Sri_Lanka,3,1004,54,122.22,5,2,South_Africa,Sri_Lanka,163,135,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,8,8,2,157,66,138,26.16,113.76,0,1,0,15,3,66
1270,300628,Dinesh_Chandimal,Sri_Lanka,3,1004,8,62.5,0,0,Sri_Lanka,South_Africa,103,105,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,9,9,2,162,66,146,23.14,110.95,0,1,0,15,3,5
1458,300628,Dinesh_Chandimal,Sri_Lanka,2,132,16,156.25,3,1,Australia,Sri_Lanka,149,122,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,1,1,1,25,25,16,0,156.25,0,0,0,3,1,25
1463,300628,Dinesh_Chandimal,Sri_Lanka,2,132,22,86.36,1,1,Australia,Sri_Lanka,164,164,Josh_Hazlewood,8,32,2,174,0,12.8,2,Pat_Cummins,10,10,38,0,13,7.57,17.5,Marcus_Stoinis,6,15,0,115,0,30,0,2,2,1,44,25,38,44,115.78,0,0,0,4,2,19
1466,300628,Dinesh_Chandimal,Sri_Lanka,2,757,29,86.2,1,0,Sri_Lanka,Australia,121,124,Mitchell_Starc,11,11,44,0,15,7.02,17.6,Josh_Hazlewood,8,32,2,174,0,12.8,2,Kane_Richardson,10,10,37,0,15,8,14.8,1,1,0,25,25,29,25,86.2,0,0,0,1,0,25
1470,300628,Dinesh_Chandimal,Sri_Lanka,2,61,3,66.66,0,0,Sri_Lanka,Australia,139,143,Daniel_Sams,3,7.1,0,54,0,0,0,Jhye_Richardson,6,6,22,0,8,8.72,16.5,Kane_Richardson,10,10,37,0,15,8,14.8,2,2,0,7,5,12,3.5,58.33,0,0,0,1,0,2
1492,300628,Dinesh_Chandimal,Sri_Lanka,6,3355,9,111.11,0,1,India,Sri_Lanka,199,137,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,0,10,10,9,10,111.11,0,0,0,0,1,10
1493,300628,Dinesh_Chandimal,Sri_Lanka,6,1920,10,90,1,0,Sri_Lanka,India,183,186,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Jasprit_Bumrah,12,11,36,2,9,6.16,24,Harshal_Patel,4,14,0,132,0,21,0,1,1,0,9,9,10,9,90,0,0,0,1,0,9
1494,300628,Dinesh_Chandimal,Sri_Lanka,6,1920,27,81.48,2,0,Sri_Lanka,India,146,148,Mohammed_Siraj,2,2,8,0,2,8.37,24,Avesh_Khan,1,4,1,23,0,12,0,Harshal_Patel,4,14,0,132,0,21,0,2,2,0,31,22,37,15.5,83.78,0,0,0,3,0,22
1165,465793,Dhananjaya_de_Silva,Sri_Lanka,1,644,4,75,0,0,Sri_Lanka,England,129,130,Chris_Woakes,6,6,19.3,0,4,6.87,29.2,Sam_Curran,4,13,0,74,0,13,0,Mark_Wood,3,11,0,77,0,11,0,1,1,0,3,3,4,3,75,0,0,0,0,0,3
1204,465793,Dhananjaya_de_Silva,Sri_Lanka,6,1004,10,90,1,0,India,Sri_Lanka,164,126,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Deepak_Chahar,1,3,0,24,0,9,0,Krunal_Pandya,1,2,0,16,0,12,0,6,6,0,164,62,152,27.33,107.89,0,1,0,14,2,9
1206,465793,Dhananjaya_de_Silva,Sri_Lanka,6,1004,34,117.64,1,1,India,Sri_Lanka,132,133,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Chetan_Sakariya,1,3.4,0,34,0,22,0,Varun_Chakravarthy,3,11.3,0,61,0,34.5,0,7,7,1,204,62,186,34,109.67,0,1,0,15,3,40
1207,465793,Dhananjaya_de_Silva,Sri_Lanka,6,1004,20,115,2,0,India,Sri_Lanka,81,82,Bhuvneshwar_Kumar,8,8,26.3,0,9,6.83,17.6,Varun_Chakravarthy,3,11.3,0,61,0,34.5,0,Sandeep_Warrier,1,3,0,23,0,0,0,8,8,2,227,62,206,37.83,110.19,0,1,0,17,3,23
1265,465793,Dhananjaya_de_Silva,Sri_Lanka,3,1004,2,50,0,0,South_Africa,Sri_Lanka,163,135,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,9,9,2,228,62,208,32.57,109.61,0,1,0,17,3,1
1270,465793,Dhananjaya_de_Silva,Sri_Lanka,3,1004,6,66.66,0,0,Sri_Lanka,South_Africa,103,105,Bjorn_Fortuin,3,12,0,57,0,14.4,0,Anrich_Nortje,3,10,0,64,0,15,0,Kagiso_Rabada,6,6,19,0,5,9,22.8,10,10,2,232,62,214,29,108.41,0,1,0,17,3,4
